player_id,player_name,stint_id,start_date,end_date,leaderboard_dates,calendar_days,best_rank
252,Karl Malone,4,1987-12-26,2002-01-03,2765,5123,1
165,Hakeem Olajuwon,8,1986-11-01,1997-02-26,2101,3771,1
1449,Larry Bird,7,1980-12-13,1990-02-06,1722,3343,1
2544,LeBron James,5,2007-10-31,2014-06-15,1412,2554,1
1495,Tim Duncan,2,1998-01-15,2004-06-15,1294,2483,1
76003,Kareem Abdul-Jabbar,1,1976-10-22,1982-12-10,1119,2241,1
764,David Robinson,2,1990-11-03,1996-06-16,1206,2190,1
893,Michael Jordan,4,1987-11-07,1993-06-20,1189,2190,1
121,Patrick Ewing,7,1990-02-15,1995-12-02,1140,2117,4
406,Shaquille O'Neal,5,1997-11-07,2002-06-12,941,1817,1
76504,Adrian Dantley,10,1979-12-06,1984-06-12,848,1786,1
56,Gary Payton,2,1996-06-14,2001-01-16,818,1678,3
77142,Magic Johnson,8,1980-03-28,1984-06-12,750,1673,1
977,Kobe Bryant,4,2006-11-03,2011-05-07,1013,1647,1
2544,LeBron James,7,2018-10-18,2022-12-08,858,1513,1
76681,Julius Erving,22,1979-03-28,1983-04-12,719,1477,1
77142,Magic Johnson,11,1986-11-01,1990-06-14,783,1462,1
2544,LeBron James,6,2014-10-30,2018-06-08,829,1447,1
77449,Moses Malone,5,1980-04-06,1984-03-15,676,1440,1
893,Michael Jordan,5,1995-03-19,1998-06-14,685,1419,1
787,Charles Barkley,2,1986-03-21,1989-06-13,643,1323,2
2548,Dwyane Wade,10,2009-10-28,2013-05-05,759,1286,2
255,Grant Hill,5,1996-11-01,2000-04-24,696,1271,4
201142,Kevin Durant,7,2015-10-28,2019-03-30,783,1250,1
76804,George Gervin,13,1979-10-13,1983-02-01,617,1208,2
787,Charles Barkley,3,1989-11-04,1992-06-14,596,1098,2
202695,Kawhi Leonard,4,2018-10-17,2021-07-20,596,1098,1
764,David Robinson,3,1996-12-10,1999-12-06,527,1092,2
977,Kobe Bryant,1,2000-11-12,2003-06-15,610,1080,2
708,Kevin Garnett,5,1999-12-14,2002-06-12,580,1050,4
1717,Dirk Nowitzki,10,2003-12-25,2006-06-20,577,1041,2
203076,Anthony Davis,6,2014-01-10,2016-06-19,551,1019,1
1503,Tracy McGrady,4,2001-02-03,2003-06-15,528,997,1
406,Shaquille O'Neal,3,1993-04-06,1995-06-14,468,941,2
203076,Anthony Davis,9,2018-10-17,2021-04-25,524,922,1
1122,Dominique Wilkins,7,1986-11-01,1989-04-11,541,893,4
17,Clyde Drexler,5,1987-11-06,1990-03-05,506,851,5
201939,Stephen Curry,4,2014-10-29,2017-02-14,525,840,1
600005,Bob Lanier,1,1976-10-21,1979-02-01,466,834,1
2730,Dwight Howard,7,2010-10-28,2013-01-20,451,816,2
76504,Adrian Dantley,11,1984-11-09,1987-01-26,449,809,2
76673,Alex English,19,1985-04-07,1987-04-17,388,741,4
76753,World Free,1,1978-12-28,1981-01-04,375,739,3
937,Scottie Pippen,13,1994-01-28,1996-02-04,418,738,5
1503,Tracy McGrady,5,2003-10-29,2005-06-23,422,734,1
203999,Nikola Jokic,15,2022-10-19,2024-06-17,418,734,1
201142,Kevin Durant,3,2010-10-27,2012-06-21,371,734,2
977,Kobe Bryant,2,2003-11-01,2005-06-23,419,731,2
2548,Dwyane Wade,7,2005-11-02,2007-06-14,416,727,1
101108,Chris Paul,11,2012-10-31,2014-06-15,414,727,2
787,Charles Barkley,4,1992-11-07,1994-06-22,403,727,4
1495,Tim Duncan,8,2006-11-02,2008-06-17,413,726,2
201939,Stephen Curry,7,2017-03-15,2019-03-09,420,725,2
201935,James Harden,10,2016-10-26,2018-06-08,415,720,1
1713,Vince Carter,7,2000-02-05,2002-01-22,408,718,2
304,John Stockton,4,1988-12-07,1990-11-21,378,716,4
406,Shaquille O'Neal,6,2002-11-22,2004-06-15,397,711,1
2397,Yao Ming,3,2006-11-18,2008-06-17,397,710,3
134,Kevin Johnson,2,1989-12-26,1991-11-25,370,700,6
947,Allen Iverson,7,1998-04-08,2000-03-07,293,700,3
203954,Joel Embiid,21,2021-11-26,2023-06-12,388,697,1
203076,Anthony Davis,25,2023-11-29,2025-06-22,385,692,1
185,Chris Webber,15,2001-12-09,2003-06-15,373,688,4
947,Allen Iverson,21,2004-12-14,2006-06-20,379,686,1
406,Shaquille O'Neal,4,1995-12-15,1997-06-13,365,686,3
202695,Kawhi Leonard,2,2015-12-03,2017-06-12,378,684,3
893,Michael Jordan,2,1984-12-22,1986-06-08,331,678,1
121,Patrick Ewing,30,1997-04-12,1999-02-17,266,677,5
304,John Stockton,7,1991-01-15,1992-11-20,344,676,4
201565,Derrick Rose,5,2010-12-28,2012-06-21,310,672,3
203507,Giannis Antetokounmpo,4,2020-12-23,2022-06-16,403,664,1
1628369,Jayson Tatum,14,2023-12-27,2025-06-22,361,664,2
185,Chris Webber,14,2000-01-07,2001-06-15,354,662,2
76804,George Gervin,12,1977-12-25,1979-06-01,307,656,2
78041,Jeff Ruland,2,1983-04-06,1985-01-07,296,643,3
78318,Isiah Thomas,13,1984-05-21,1986-01-30,291,620,3
297,Alonzo Mourning,33,1999-02-21,2000-06-19,316,618,4
1122,Dominique Wilkins,19,1992-05-21,1994-01-27,295,617,6
600014,Artis Gilmore,5,1978-02-03,1979-06-01,272,616,2
201935,James Harden,8,2014-02-19,2015-06-16,305,615,2
1628983,Shai Gilgeous-Alexander,5,2024-10-24,2026-06-13,421,597,1
1629029,Luka Doncic,8,2024-10-24,2026-06-13,421,597,2
1717,Dirk Nowitzki,14,2009-03-31,2010-06-17,269,574,3
17,Clyde Drexler,14,1991-04-13,1992-06-14,246,573,4
1450,Kevin McHale,7,1986-04-17,1987-06-14,227,568,4
101108,Chris Paul,10,2011-04-17,2012-06-21,207,562,2
77498,Bob McAdoo,6,1977-10-22,1979-04-04,332,530,2
977,Kobe Bryant,9,2012-05-18,2013-06-20,234,529,3
304,John Stockton,15,1993-12-07,1995-05-06,345,516,6
1495,Tim Duncan,3,2004-11-03,2006-03-09,333,492,1
77160,Marques Johnson,2,1978-10-14,1980-02-16,297,491,3
201142,Kevin Durant,12,2021-06-18,2022-06-16,233,487,3
201939,Stephen Curry,20,2021-02-08,2022-05-25,348,472,2
77626,Sidney Moncrief,10,1982-12-23,1984-04-04,269,469,2
947,Allen Iverson,16,2001-11-10,2003-02-13,297,461,2
1717,Dirk Nowitzki,15,2010-10-27,2012-01-29,241,460,3
77449,Moses Malone,6,1984-03-17,1985-06-07,258,449,2
78549,Gus Williams,5,1981-10-31,1983-01-04,233,431,6
708,Kevin Garnett,11,2007-11-02,2009-01-03,272,429,3
201935,James Harden,12,2019-10-24,2020-10-11,191,425,1
203507,Giannis Antetokounmpo,3,2019-10-24,2020-10-11,191,425,1
1717,Dirk Nowitzki,9,2002-10-30,2003-12-22,263,419,4
78326,David Thompson,8,1977-11-15,1979-01-01,229,413,3
1629029,Luka Doncic,2,2019-11-09,2020-10-11,175,409,3
77449,Moses Malone,2,1979-02-09,1980-03-19,223,405,2
201935,James Harden,13,2020-12-26,2022-02-01,292,403,1
787,Charles Barkley,5,1994-11-26,1995-12-18,227,388,5
77160,Marques Johnson,6,1980-10-16,1981-05-14,175,379,7
708,Kevin Garnett,7,2003-10-29,2004-06-15,212,370,1
201935,James Harden,11,2018-10-17,2019-06-13,212,370,1
203507,Giannis Antetokounmpo,2,2018-10-17,2019-06-13,212,370,2
1629029,Luka Doncic,6,2022-10-19,2023-06-12,211,370,1
893,Michael Jordan,3,1986-11-01,1987-06-14,191,370,1
203507,Giannis Antetokounmpo,5,2022-10-20,2023-06-12,210,369,1
77142,Magic Johnson,10,1985-10-31,1986-06-08,188,365,2
203999,Nikola Jokic,14,2021-10-20,2022-06-16,212,363,1
203076,Anthony Davis,8,2017-10-18,2018-06-08,211,363,2
203507,Giannis Antetokounmpo,1,2017-10-18,2018-06-08,211,363,2
203507,Giannis Antetokounmpo,7,2024-10-23,2025-06-22,211,363,1
708,Kevin Garnett,9,2005-11-02,2006-06-20,210,363,2
977,Kobe Bryant,3,2005-11-02,2006-06-20,210,363,2
2544,LeBron James,3,2005-11-02,2006-06-20,210,363,1
708,Kevin Garnett,8,2004-11-03,2005-06-23,209,363,1
101108,Chris Paul,13,2015-10-28,2016-06-19,209,363,4
201566,Russell Westbrook,14,2015-10-28,2016-06-19,209,363,2
201935,James Harden,9,2015-10-28,2016-06-19,209,363,2
1717,Dirk Nowitzki,12,2007-10-31,2008-06-17,208,363,3
101108,Chris Paul,6,2009-10-28,2010-06-17,208,363,2
201142,Kevin Durant,2,2009-10-28,2010-06-17,208,363,2
708,Kevin Garnett,6,2002-10-30,2003-06-15,207,363,3
2548,Dwyane Wade,9,2008-10-29,2009-06-14,207,363,2
101108,Chris Paul,5,2008-10-29,2009-06-14,207,363,2
2546,Carmelo Anthony,20,2013-10-30,2014-06-15,206,363,4
201142,Kevin Durant,5,2013-10-30,2014-06-15,206,363,1
201567,Kevin Love,9,2013-10-30,2014-06-15,206,363,3
201939,Stephen Curry,3,2013-10-30,2014-06-15,206,363,3
1628983,Shai Gilgeous-Alexander,4,2023-10-25,2024-06-17,206,363,3
1629029,Luka Doncic,7,2023-10-25,2024-06-17,206,363,2
708,Kevin Garnett,10,2006-11-01,2007-06-14,205,363,3
2544,LeBron James,4,2006-11-01,2007-06-14,205,363,1
2546,Carmelo Anthony,21,2014-10-29,2015-06-16,204,363,4
201566,Russell Westbrook,13,2014-10-29,2015-06-16,204,363,3
77142,Magic Johnson,12,1990-11-03,1991-06-12,195,363,2
77142,Magic Johnson,9,1984-10-27,1985-06-09,190,363,2
77264,Bernard King,4,1984-10-27,1985-06-09,190,363,3
1629029,Luka Doncic,5,2021-10-21,2022-06-16,211,362,3
201566,Russell Westbrook,16,2017-10-19,2018-06-08,210,362,1
203999,Nikola Jokic,16,2024-10-24,2025-06-22,210,362,1
201142,Kevin Durant,4,2012-11-01,2013-06-20,206,362,2
203507,Giannis Antetokounmpo,6,2023-10-26,2024-06-17,205,362,2
203954,Joel Embiid,22,2023-10-26,2024-06-17,205,362,1
1717,Dirk Nowitzki,11,2006-11-02,2007-06-14,204,362,2
101108,Chris Paul,12,2014-10-30,2015-06-16,203,362,3
165,Hakeem Olajuwon,7,1985-11-05,1986-06-08,184,360,3
201566,Russell Westbrook,15,2016-10-26,2017-06-12,203,356,1
203076,Anthony Davis,7,2016-10-26,2017-06-12,203,356,4
2544,LeBron James,2,2004-11-10,2005-06-23,202,356,1
2548,Dwyane Wade,8,2007-11-14,2008-06-17,194,349,1
203954,Joel Embiid,23,2024-11-12,2025-06-22,192,343,2
77459,Pete Maravich,2,1976-11-13,1977-06-05,160,339,1
947,Allen Iverson,17,2003-02-16,2004-01-19,185,338,3
203081,Damian Lillard,21,2020-01-20,2020-10-11,105,337,7
101108,Chris Paul,4,2007-12-01,2008-06-17,178,332,2
201939,Stephen Curry,15,2020-01-28,2020-12-23,99,332,5
201142,Kevin Durant,6,2014-12-02,2015-06-16,171,329,2
764,David Robinson,1,1989-12-08,1990-06-14,166,329,2
78500,Paul Westphal,17,1979-12-15,1980-11-04,140,326,5
78369,Kelly Tripucka,9,1982-05-02,1983-03-15,138,318,4
185,Chris Webber,12,1998-04-28,1999-03-11,67,318,7
78450,Bill Walton,10,1977-12-03,1978-06-07,142,314,5
76753,World Free,2,1981-01-07,1981-11-11,110,309,8
202695,Kawhi Leonard,3,2017-12-12,2018-06-08,157,308,2
1122,Dominique Wilkins,6,1985-12-27,1986-06-08,137,308,3
358,Anfernee Hardaway,10,1996-02-28,1996-12-29,150,306,6
947,Allen Iverson,15,2000-12-30,2001-06-15,150,304,2
1626157,Karl-Anthony Towns,13,2020-02-22,2020-10-11,78,304,8
201567,Kevin Love,5,2012-01-01,2012-06-21,159,303,5
2544,LeBron James,17,2024-12-23,2025-06-22,154,302,7
2200,Pau Gasol,20,2010-04-04,2011-01-29,150,301,4
2730,Dwight Howard,3,2009-01-02,2009-06-14,144,298,4
202710,Jimmy Butler III,11,2017-12-23,2018-06-08,146,297,9
77459,Pete Maravich,7,1978-01-14,1978-10-26,119,286,3
2225,Tony Parker,7,2013-01-17,2013-06-20,131,285,4
947,Allen Iverson,18,2004-01-23,2004-06-15,128,284,6
201142,Kevin Durant,1,2009-01-17,2009-06-14,129,283,4
78500,Paul Westphal,14,1979-02-20,1979-11-29,117,283,5
201933,Blake Griffin,4,2011-04-10,2012-01-17,70,283,6
787,Charles Barkley,7,1996-01-24,1996-06-16,123,282,5
1882,Elton Brand,15,2006-01-23,2006-06-20,129,281,5
134,Kevin Johnson,1,1989-03-17,1989-12-22,115,281,7
203999,Nikola Jokic,13,2021-01-12,2021-07-20,171,280,2
2730,Dwight Howard,6,2010-01-20,2010-06-17,125,279,5
200750,Brandon Roy,6,2009-02-18,2009-11-22,128,278,4
1718,Paul Pierce,15,2003-01-24,2003-06-15,122,277,8
201933,Blake Griffin,12,2014-01-26,2014-06-15,120,275,7
165,Hakeem Olajuwon,11,1997-05-15,1998-02-12,121,274,5
78549,Gus Williams,4,1980-01-11,1980-05-16,92,273,5
1503,Tracy McGrady,14,2007-03-24,2007-12-19,118,271,3
467,Jason Kidd,1,1999-04-12,2000-01-06,121,270,6
77264,Bernard King,3,1984-02-01,1984-06-12,111,268,3
203081,Damian Lillard,27,2023-01-30,2023-06-12,111,267,5
2405,Amar'e Stoudemire,10,2008-02-10,2008-06-17,109,261,3
76673,Alex English,7,1983-02-17,1983-11-02,85,259,5
921,Brad Daugherty,11,1993-03-07,1993-11-19,105,258,7
187,Terry Cummings,3,1983-03-02,1983-11-13,84,258,6
77487,Cedric Maxwell,3,1979-01-31,1979-10-12,87,255,5
203954,Joel Embiid,5,2019-02-10,2019-06-13,98,254,5
2240,Gilbert Arenas,2,2006-02-21,2006-06-20,104,252,7
77498,Bob McAdoo,5,1977-02-08,1977-06-05,85,252,2
1628983,Shai Gilgeous-Alexander,3,2023-02-15,2023-06-12,95,251,6
77685,Larry Nance,12,1987-03-02,1987-06-14,83,249,7
201566,Russell Westbrook,10,2013-02-24,2013-06-20,97,247,6
1122,Dominique Wilkins,10,1990-04-20,1990-12-22,91,247,6
2544,LeBron James,15,2024-03-31,2024-12-01,99,246,3
2216,Zach Randolph,3,2011-04-27,2011-06-12,31,242,8
1717,Dirk Nowitzki,8,2002-03-05,2002-06-12,85,238,8
203081,Damian Lillard,8,2018-02-23,2018-06-08,91,235,9
203507,Giannis Antetokounmpo,8,2025-10-22,2026-06-13,210,234,1
203954,Joel Embiid,24,2025-10-22,2026-06-13,210,234,4
1626157,Karl-Anthony Towns,1,2017-02-25,2017-06-12,89,234,6
203999,Nikola Jokic,17,2025-10-23,2026-06-13,209,233,1
1718,Paul Pierce,8,2002-03-11,2002-06-12,79,232,6
200746,LaMarcus Aldridge,10,2011-05-08,2011-06-12,22,231,10
78200,Randy Smith,1,1977-03-02,1977-06-05,67,230,4
1717,Dirk Nowitzki,17,2012-03-15,2012-06-21,89,229,8
202710,Jimmy Butler III,24,2023-03-10,2023-06-12,78,228,5
1628973,Jalen Brunson,4,2024-04-04,2024-11-16,81,227,4
2240,Gilbert Arenas,6,2007-03-17,2007-06-14,75,227,8
202326,DeMarcus Cousins,16,2016-03-13,2016-06-19,80,226,9
2405,Amar'e Stoudemire,8,2006-03-23,2006-11-02,77,225,2
78326,David Thompson,5,1977-03-08,1977-06-05,61,224,5
77264,Bernard King,5,1987-04-10,1987-11-19,58,224,6
2547,Chris Bosh,13,2010-03-31,2010-11-08,73,223,5
297,Alonzo Mourning,8,1994-03-26,1994-06-22,71,223,8
297,Alonzo Mourning,25,1996-04-08,1996-11-15,68,222,5
201933,Blake Griffin,6,2012-03-24,2012-06-21,80,220,8
764,David Robinson,10,2000-04-25,2000-11-27,71,217,8
77876,Kevin Porter,8,1981-03-27,1981-05-14,29,217,9
1713,Vince Carter,9,2005-03-30,2005-06-23,67,216,7
77449,Moses Malone,19,1987-05-26,1987-12-25,56,214,7
77685,Larry Nance,8,1985-03-25,1985-06-09,53,214,8
202710,Jimmy Butler III,9,2017-03-18,2017-06-12,68,213,8
76673,Alex English,10,1984-03-27,1984-06-12,59,213,5
185,Chris Webber,9,1997-05-19,1997-12-14,62,210,7
2546,Carmelo Anthony,19,2013-04-02,2013-06-20,60,210,5
76003,Kareem Abdul-Jabbar,5,1983-04-26,1983-11-20,41,210,6
77669,Calvin Murphy,2,1978-04-06,1978-10-31,47,209,8
78149,Jack Sikma,5,1982-04-17,1982-11-11,41,209,9
201142,Kevin Durant,13,2022-10-19,2023-05-12,194,207,5
101114,Deron Williams,8,2009-04-03,2009-06-14,57,207,6
1122,Dominique Wilkins,9,1989-04-16,1989-11-08,45,207,9
1629627,Zion Williamson,1,2021-03-27,2021-07-20,102,206,5
78404,Kiki Vandeweghe,8,1984-04-03,1984-06-12,52,206,5
304,John Stockton,3,1988-05-13,1988-12-01,54,203,6
201933,Blake Griffin,15,2015-04-07,2015-06-16,52,203,8
1882,Elton Brand,3,2000-04-19,2000-11-06,54,202,9
947,Allen Iverson,29,2008-04-10,2008-06-17,54,201,9
934,Derrick Coleman,2,1993-05-16,1993-12-02,51,201,7
1882,Elton Brand,22,2007-04-12,2007-06-14,50,201,8
201939,Stephen Curry,2,2013-04-12,2013-06-20,51,200,6
2405,Amar'e Stoudemire,7,2005-04-16,2005-06-23,51,199,6
1450,Kevin McHale,11,1988-05-22,1988-12-06,49,199,9
202710,Jimmy Butler III,1,2015-04-25,2015-11-08,49,198,4
56,Gary Payton,6,2001-04-21,2001-11-03,50,197,9
134,Kevin Johnson,9,1992-04-24,1992-06-14,40,196,8
77290,Billy Knight,2,1977-04-05,1977-06-05,36,196,8
78318,Isiah Thomas,16,1986-05-13,1986-11-23,34,196,6
297,Alonzo Mourning,20,1995-04-23,1995-06-14,42,194,9
358,Anfernee Hardaway,12,1997-05-03,1997-11-11,45,193,6
203076,Anthony Davis,24,2023-05-06,2023-11-14,45,193,3
76681,Julius Erving,11,1977-04-09,1977-06-05,32,192,3
202695,Kawhi Leonard,11,2023-04-16,2023-06-12,44,191,8
1449,Larry Bird,3,1980-04-08,1980-10-15,26,191,5
979,Jermaine O'Neal,1,2003-04-21,2003-06-15,42,190,10
201939,Stephen Curry,21,2022-06-02,2022-12-07,55,189,3
1884,Baron Davis,2,2004-04-27,2004-06-15,39,189,8
406,Shaquille O'Neal,7,2004-11-03,2005-05-09,180,188,3
165,Hakeem Olajuwon,6,1985-04-28,1985-11-01,29,188,6
934,Derrick Coleman,10,1994-05-06,1994-11-08,39,187,7
78404,Kiki Vandeweghe,3,1983-04-29,1983-11-01,22,187,9
101108,Chris Paul,15,2017-04-18,2017-10-18,41,184,5
201142,Kevin Durant,9,2019-04-21,2019-06-13,37,184,6
201567,Kevin Love,8,2013-04-29,2013-06-20,36,183,9
202331,Paul George,8,2016-04-26,2016-06-19,39,182,10
201933,Blake Griffin,16,2015-10-28,2016-04-25,170,181,6
304,John Stockton,17,1995-05-14,1995-11-10,32,181,8
203999,Nikola Jokic,1,2019-04-25,2019-06-13,33,180,6
202710,Jimmy Butler III,16,2022-04-22,2022-06-16,39,179,7
201935,James Harden,2,2013-05-06,2013-06-20,29,176,10
708,Kevin Garnett,3,1999-05-11,1999-06-25,31,175,10
2548,Dwyane Wade,6,2005-05-10,2005-06-23,29,175,6
2546,Carmelo Anthony,14,2010-05-04,2010-06-17,28,175,10
1626157,Karl-Anthony Towns,11,2019-04-30,2019-06-13,28,175,8
201566,Russell Westbrook,12,2014-05-07,2014-06-15,26,174,7
1905,Andrei Kirilenko,6,2004-05-14,2004-06-15,23,172,9
77142,Magic Johnson,16,1996-05-14,1996-06-16,20,171,9
1453,Walter Davis,12,1979-05-08,1979-10-23,24,169,8
1629630,Ja Morant,1,2022-05-03,2022-06-16,29,168,8
1495,Tim Duncan,7,2006-05-17,2006-06-20,23,167,9
979,Jermaine O'Neal,12,2004-05-19,2004-06-15,19,167,9
1628378,Donovan Mitchell,3,2024-05-09,2024-06-17,25,166,9
1628369,Jayson Tatum,12,2023-05-14,2023-06-12,17,163,7
201939,Stephen Curry,10,2019-05-14,2019-06-13,16,161,8
77160,Marques Johnson,1,1978-05-05,1978-06-07,13,161,10
76003,Kareem Abdul-Jabbar,7,1984-05-20,1984-06-12,11,159,9
203081,Damian Lillard,23,2021-05-14,2021-07-20,54,158,7
1628973,Jalen Brunson,17,2025-05-16,2025-06-22,20,158,8
76016,Mark Aguirre,4,1983-11-26,1984-04-29,140,157,5
1495,Tim Duncan,9,2008-10-29,2009-04-02,150,156,6
203954,Joel Embiid,8,2020-03-11,2020-08-13,16,156,8
202695,Kawhi Leonard,19,2026-01-09,2026-06-13,134,155,6
1717,Dirk Nowitzki,13,2008-10-30,2009-03-29,145,151,4
787,Charles Barkley,8,1996-11-02,1997-04-01,143,151,4
2200,Pau Gasol,9,2009-05-29,2009-06-14,7,151,10
1629029,Luka Doncic,4,2021-05-22,2021-07-20,47,150,9
201933,Blake Griffin,13,2014-10-30,2015-03-27,141,149,7
2546,Carmelo Anthony,18,2012-11-02,2013-03-29,142,148,4
1641705,Victor Wembanyama,5,2025-05-26,2025-06-22,12,148,10
947,Allen Iverson,22,2006-11-01,2007-03-27,141,147,4
1629029,Luka Doncic,3,2020-12-23,2021-05-13,136,142,2
101108,Chris Paul,14,2016-10-27,2017-03-17,134,142,3
202695,Kawhi Leonard,14,2023-12-19,2024-05-08,131,142,6
78450,Bill Walton,7,1977-05-29,1977-06-05,4,142,8
76170,Otis Birdsong,2,1980-11-05,1981-03-24,125,140,7
76054,Nate Archibald,14,1977-05-31,1977-06-05,3,140,10
56,Gary Payton,15,2002-06-12,2002-06-12,1,139,10
1450,Kevin McHale,8,1987-12-01,1988-04-16,129,138,8
76003,Kareem Abdul-Jabbar,13,1985-06-09,1985-06-09,1,138,9
1641705,Victor Wembanyama,13,2026-01-28,2026-06-13,115,136,5
78450,Bill Walton,2,1976-11-02,1977-03-14,116,133,1
203076,Anthony Davis,19,2022-06-10,2022-10-19,5,132,4
202326,DeMarcus Cousins,17,2016-10-26,2017-03-05,123,131,7
1630162,Anthony Edwards,15,2025-12-18,2026-04-23,117,127,6
101108,Chris Paul,7,2010-10-27,2011-02-28,120,125,3
977,Kobe Bryant,10,2013-12-08,2014-04-11,119,125,4
978,Peja Stojakovic,4,2004-01-10,2004-05-13,118,125,6
203954,Joel Embiid,18,2021-02-13,2021-06-14,116,122,7
202710,Jimmy Butler III,15,2021-10-29,2022-02-27,114,122,5
255,Grant Hill,4,1995-12-19,1996-04-16,112,120,6
1626157,Karl-Anthony Towns,12,2019-10-23,2020-02-13,112,120,5
1503,Tracy McGrady,6,2005-11-02,2006-02-27,113,118,5
78404,Kiki Vandeweghe,4,1983-11-03,1984-02-28,102,118,6
185,Chris Webber,10,1997-12-19,1998-04-14,111,117,6
76003,Kareem Abdul-Jabbar,12,1985-01-08,1985-04-23,97,106,7
2547,Chris Bosh,9,2008-10-29,2009-02-10,103,105,5
1495,Tim Duncan,10,2009-11-23,2010-03-07,100,105,7
1122,Dominique Wilkins,11,1990-12-29,1991-04-12,98,105,7
2544,LeBron James,9,2022-12-16,2023-03-28,96,103,5
77290,Billy Knight,1,1976-12-21,1977-03-31,89,101,2
1882,Elton Brand,16,2006-11-01,2007-02-08,98,100,5
201142,Kevin Durant,15,2023-11-15,2024-02-15,88,99,6
2240,Gilbert Arenas,3,2006-11-01,2007-02-05,95,97,6
77449,Moses Malone,14,1986-12-03,1987-03-09,89,97,8
1629027,Trae Young,5,2022-01-19,2022-04-25,88,97,7
201567,Kevin Love,6,2012-11-21,2013-02-23,89,95,3
1630178,Tyrese Maxey,6,2026-01-01,2026-04-05,89,95,5
17,Clyde Drexler,15,1992-11-08,1993-02-10,88,95,4
76979,Elvin Hayes,3,1977-01-14,1977-04-17,82,95,2
203081,Damian Lillard,22,2020-12-23,2021-03-26,88,94,7
1641705,Victor Wembanyama,2,2025-02-08,2025-05-11,84,93,8
297,Alonzo Mourning,23,1995-11-28,1996-02-27,85,92,6
203954,Joel Embiid,10,2020-09-24,2020-10-11,10,89,10
2547,Chris Bosh,12,2010-01-01,2010-03-27,82,86,6
977,Kobe Bryant,6,2012-01-06,2012-03-30,81,85,5
77685,Larry Nance,9,1985-10-29,1986-01-21,78,85,5
2405,Amar'e Stoudemire,11,2008-10-29,2009-01-20,82,84,4
358,Anfernee Hardaway,9,1995-11-08,1996-01-28,79,82,5
77142,Magic Johnson,13,1996-01-30,1996-04-20,77,82,5
600014,Artis Gilmore,4,1977-11-04,1978-01-24,72,82,2
2548,Dwyane Wade,4,2004-11-18,2005-02-06,80,81,4
203081,Damian Lillard,9,2018-10-18,2019-01-05,78,80,8
203076,Anthony Davis,20,2022-11-21,2023-02-08,78,80,6
78318,Isiah Thomas,15,1986-02-17,1986-05-07,74,80,6
1718,Paul Pierce,16,2003-10-29,2004-01-15,77,79,7
406,Shaquille O'Neal,1,1992-12-30,1993-03-18,72,79,4
893,Michael Jordan,6,2001-10-30,2002-01-15,77,78,2
202738,Isaiah Thomas,1,2017-01-30,2017-04-17,70,78,8
2200,Pau Gasol,21,2011-02-01,2011-04-18,70,77,6
1628369,Jayson Tatum,16,2026-03-29,2026-06-13,61,76,8
1628973,Jalen Brunson,18,2025-10-22,2026-01-04,72,75,6
78500,Paul Westphal,12,1978-10-31,1979-01-13,66,75,5
201935,James Harden,1,2013-02-14,2013-04-28,67,74,5
76003,Kareem Abdul-Jabbar,17,1986-02-02,1986-04-13,66,74,7
1641705,Victor Wembanyama,1,2024-11-26,2025-02-06,69,73,6
76673,Alex English,6,1982-12-05,1983-02-15,63,73,7
202695,Kawhi Leonard,9,2023-01-18,2023-03-30,66,72,7
201939,Stephen Curry,14,2019-11-16,2020-01-25,69,71,8
77685,Larry Nance,13,1987-12-01,1988-02-09,64,71,6
2730,Dwight Howard,4,2009-10-28,2010-01-05,69,70,5
201566,Russell Westbrook,17,2018-10-21,2018-12-29,68,70,6
77376,Lafayette Lever,8,1989-01-06,1989-03-16,66,70,9
202695,Kawhi Leonard,5,2022-10-20,2022-12-27,66,69,4
76681,Julius Erving,18,1978-10-20,1978-12-27,59,69,4
202710,Jimmy Butler III,5,2016-11-23,2017-01-29,66,68,9
431,Shawn Kemp,7,1995-11-14,1996-01-20,65,68,7
297,Alonzo Mourning,5,1993-12-03,1994-02-04,61,64,7
1882,Elton Brand,12,2004-01-17,2004-03-20,60,64,7
77626,Sidney Moncrief,21,1984-12-29,1985-03-01,56,63,6
1626157,Karl-Anthony Towns,10,2019-02-25,2019-04-27,59,62,6
2548,Dwyane Wade,5,2005-02-13,2005-04-15,57,62,8
76054,Nate Archibald,4,1976-11-24,1977-01-24,54,62,2
201933,Blake Griffin,9,2013-01-21,2013-03-22,57,61,6
255,Grant Hill,6,2000-10-31,2000-12-29,59,60,8
2405,Amar'e Stoudemire,6,2005-01-28,2005-03-28,56,60,9
203076,Anthony Davis,26,2025-10-22,2025-12-19,57,59,5
1453,Walter Davis,8,1978-11-22,1979-01-19,52,59,7
185,Chris Webber,16,2004-03-02,2004-04-28,56,58,6
200750,Brandon Roy,7,2009-12-25,2010-02-20,54,58,7
1641705,Victor Wembanyama,6,2025-10-22,2025-12-17,55,57,6
393,Rod Strickland,3,1995-01-24,1995-03-21,53,57,7
252,Karl Malone,8,2002-02-12,2002-04-08,55,56,7
1629627,Zion Williamson,3,2022-11-30,2023-01-24,55,56,7
76673,Alex English,11,1984-10-27,1984-12-21,52,56,4
1882,Elton Brand,14,2005-11-28,2006-01-21,54,55,7
947,Allen Iverson,24,2007-12-20,2008-02-12,53,55,7
600005,Bob Lanier,9,1979-10-12,1979-12-05,52,55,7
