player_id,player_name,stint_id,start_date,end_date,leaderboard_dates,calendar_days,best_rank
708,Kevin Garnett,12,2009-10-27,2009-10-27,1,1,5
1718,Paul Pierce,24,2009-10-27,2009-10-27,1,1,7
1889,Andre Miller,1,2009-10-27,2009-10-27,1,1,10
2240,Gilbert Arenas,9,2009-10-27,2009-10-27,1,1,6
200746,LaMarcus Aldridge,1,2009-10-27,2009-10-27,1,1,8
200765,Rajon Rondo,1,2009-10-27,2009-10-27,1,1,9
2200,Pau Gasol,12,2010-01-11,2010-01-11,1,1,10
2730,Dwight Howard,5,2010-01-12,2010-01-12,1,1,10
2200,Pau Gasol,14,2010-02-23,2010-02-23,1,1,10
2546,Carmelo Anthony,10,2010-02-24,2010-02-24,1,1,10
200750,Brandon Roy,8,2010-02-25,2010-02-25,1,1,10
2200,Pau Gasol,16,2010-03-08,2010-03-08,1,1,10
1495,Tim Duncan,11,2010-03-09,2010-03-09,1,1,10
2200,Pau Gasol,19,2010-04-02,2010-04-02,1,1,9
200750,Brandon Roy,11,2010-04-03,2010-04-03,1,1,10
200750,Brandon Roy,12,2010-04-07,2010-04-07,1,1,10
200750,Brandon Roy,13,2010-04-10,2010-04-10,1,1,10
1718,Paul Pierce,25,2010-10-26,2010-10-26,1,1,9
2397,Yao Ming,13,2010-10-26,2010-10-26,1,1,6
200746,LaMarcus Aldridge,2,2010-10-26,2010-10-26,1,1,10
200750,Brandon Roy,14,2010-10-26,2010-10-26,1,1,7
200765,Rajon Rondo,2,2010-10-26,2010-10-26,1,1,8
101114,Deron Williams,11,2010-10-27,2010-10-27,1,1,10
200765,Rajon Rondo,3,2010-11-09,2010-11-09,1,1,10
101114,Deron Williams,13,2010-11-26,2010-11-26,1,1,10
101114,Deron Williams,15,2010-12-27,2010-12-27,1,1,10
101108,Chris Paul,8,2011-03-04,2011-03-04,1,1,10
200746,LaMarcus Aldridge,7,2011-04-16,2011-04-16,1,1,10
2546,Carmelo Anthony,16,2011-12-25,2011-12-25,1,1,10
201567,Kevin Love,4,2011-12-29,2011-12-29,1,1,10
2546,Carmelo Anthony,17,2012-01-02,2012-01-02,1,1,10
708,Kevin Garnett,13,2012-10-30,2012-10-30,1,1,8
1718,Paul Pierce,26,2012-10-30,2012-10-30,1,1,7
2547,Chris Bosh,14,2012-10-30,2012-10-30,1,1,9
202681,Kyrie Irving,1,2012-10-30,2012-10-30,1,1,10
2225,Tony Parker,6,2012-10-31,2012-10-31,1,1,10
201566,Russell Westbrook,2,2012-11-01,2012-11-01,1,1,10
201566,Russell Westbrook,5,2012-12-17,2012-12-17,1,1,10
200765,Rajon Rondo,5,2012-12-18,2012-12-18,1,1,10
202681,Kyrie Irving,3,2013-02-09,2013-02-09,1,1,10
2200,Pau Gasol,23,2013-10-29,2013-10-29,1,1,9
2548,Dwyane Wade,11,2013-10-29,2013-10-29,1,1,4
2561,David West,1,2013-10-29,2013-10-29,1,1,7
201149,Joakim Noah,1,2013-10-29,2013-10-29,1,1,10
201579,Roy Hibbert,1,2013-10-29,2013-10-29,1,1,8
201933,Blake Griffin,10,2013-10-29,2013-10-29,1,1,5
202331,Paul George,1,2013-10-29,2013-10-29,1,1,6
203076,Anthony Davis,5,2014-01-03,2014-01-03,1,1,9
201565,Derrick Rose,10,2014-01-20,2014-01-20,1,1,10
200746,LaMarcus Aldridge,19,2014-01-21,2014-01-21,1,1,10
201933,Blake Griffin,11,2014-01-22,2014-01-22,1,1,10
201565,Derrick Rose,11,2014-02-07,2014-02-07,1,1,10
1495,Tim Duncan,12,2014-10-28,2014-10-28,1,1,5
1717,Dirk Nowitzki,19,2014-10-28,2014-10-28,1,1,4
2225,Tony Parker,9,2014-10-28,2014-10-28,1,1,7
2730,Dwight Howard,8,2014-10-28,2014-10-28,1,1,6
101145,Monta Ellis,1,2014-10-28,2014-10-28,1,1,8
202696,Nikola Vucevic,1,2014-10-28,2014-10-28,1,1,9
203093,Terrence Jones,1,2014-10-28,2014-10-28,1,1,10
2744,Al Jefferson,2,2014-10-29,2014-10-29,1,1,7
200746,LaMarcus Aldridge,23,2014-10-29,2014-10-29,1,1,10
201565,Derrick Rose,13,2014-10-29,2014-10-29,1,1,8
202326,DeMarcus Cousins,1,2014-10-29,2014-10-29,1,1,9
202326,DeMarcus Cousins,3,2015-01-03,2015-01-03,1,1,10
201567,Kevin Love,11,2015-01-04,2015-01-04,1,1,10
202326,DeMarcus Cousins,6,2015-02-20,2015-02-20,1,1,10
200746,LaMarcus Aldridge,30,2015-03-28,2015-03-28,1,1,10
2200,Pau Gasol,24,2015-10-27,2015-10-27,1,1,5
200794,Paul Millsap,1,2015-10-27,2015-10-27,1,1,9
201143,Al Horford,1,2015-10-27,2015-10-27,1,1,7
201565,Derrick Rose,14,2015-10-27,2015-10-27,1,1,10
201567,Kevin Love,13,2015-10-27,2015-10-27,1,1,6
203083,Andre Drummond,1,2015-10-27,2015-10-27,1,1,8
202326,DeMarcus Cousins,14,2016-01-21,2016-01-21,1,1,10
202710,Jimmy Butler III,3,2016-01-22,2016-01-22,1,1,10
2200,Pau Gasol,25,2016-10-25,2016-10-25,1,1,10
2546,Carmelo Anthony,23,2016-10-25,2016-10-25,1,1,8
202681,Kyrie Irving,4,2016-10-25,2016-10-25,1,1,6
203081,Damian Lillard,5,2016-10-25,2016-10-25,1,1,7
203110,Draymond Green,1,2016-10-25,2016-10-25,1,1,9
201933,Blake Griffin,17,2016-10-31,2016-10-31,1,1,10
202710,Jimmy Butler III,8,2017-03-11,2017-03-11,1,1,10
202326,DeMarcus Cousins,19,2017-03-14,2017-03-14,1,1,10
201143,Al Horford,2,2017-10-17,2017-10-17,1,1,10
201567,Kevin Love,14,2017-10-17,2017-10-17,1,1,8
202330,Gordon Hayward,1,2017-10-17,2017-10-17,1,1,6
202681,Kyrie Irving,5,2017-10-17,2017-10-17,1,1,7
203110,Draymond Green,2,2017-10-17,2017-10-17,1,1,9
203081,Damian Lillard,6,2017-11-29,2017-11-29,1,1,10
202326,DeMarcus Cousins,21,2017-11-30,2017-11-30,1,1,10
202326,DeMarcus Cousins,23,2017-12-30,2017-12-30,1,1,10
1626157,Karl-Anthony Towns,4,2017-12-31,2017-12-31,1,1,10
201143,Al Horford,3,2018-10-16,2018-10-16,1,1,9
202330,Gordon Hayward,2,2018-10-16,2018-10-16,1,1,4
202331,Paul George,11,2018-10-16,2018-10-16,1,1,7
203110,Draymond Green,3,2018-10-16,2018-10-16,1,1,10
203954,Joel Embiid,1,2018-10-16,2018-10-16,1,1,6
1627732,Ben Simmons,1,2018-10-16,2018-10-16,1,1,5
1628369,Jayson Tatum,1,2018-10-16,2018-10-16,1,1,8
200746,LaMarcus Aldridge,32,2018-10-17,2018-10-17,1,1,9
203954,Joel Embiid,3,2018-12-30,2018-12-30,1,1,10
201566,Russell Westbrook,18,2018-12-31,2018-12-31,1,1,10
203081,Damian Lillard,10,2019-01-08,2019-01-08,1,1,10
203081,Damian Lillard,11,2019-01-11,2019-01-11,1,1,10
203081,Damian Lillard,14,2019-04-04,2019-04-04,1,1,10
2730,Dwight Howard,9,2019-10-22,2019-10-22,1,1,8
101150,Lou Williams,1,2019-10-22,2019-10-22,1,1,6
200768,Kyle Lowry,1,2019-10-22,2019-10-22,1,1,7
201950,Jrue Holiday,1,2019-10-22,2019-10-22,1,1,4
1626149,Montrezl Harrell,1,2019-10-22,2019-10-22,1,1,9
1627742,Brandon Ingram,1,2019-10-22,2019-10-22,1,1,10
1627783,Pascal Siakam,1,2019-10-22,2019-10-22,1,1,5
203081,Damian Lillard,17,2019-10-23,2019-10-23,1,1,8
203497,Rudy Gobert,1,2019-10-23,2019-10-23,1,1,10
1629029,Luka Doncic,1,2019-10-23,2019-10-23,1,1,9
201939,Stephen Curry,13,2019-11-08,2019-11-08,1,1,10
203999,Nikola Jokic,4,2020-01-30,2020-01-30,1,1,9
1629027,Trae Young,2,2020-01-31,2020-01-31,1,1,10
101150,Lou Williams,2,2020-12-22,2020-12-22,1,1,10
202331,Paul George,14,2020-12-22,2020-12-22,1,1,7
202681,Kyrie Irving,15,2020-12-22,2020-12-22,1,1,6
203915,Spencer Dinwiddie,1,2020-12-22,2020-12-22,1,1,9
1626149,Montrezl Harrell,2,2020-12-22,2020-12-22,1,1,8
203999,Nikola Jokic,7,2020-12-25,2020-12-25,1,1,10
203954,Joel Embiid,12,2020-12-26,2020-12-26,1,1,10
203999,Nikola Jokic,8,2020-12-28,2020-12-28,1,1,9
203999,Nikola Jokic,9,2021-01-02,2021-01-02,1,1,10
203999,Nikola Jokic,10,2021-01-05,2021-01-05,1,1,10
203954,Joel Embiid,15,2021-01-06,2021-01-06,1,1,10
202681,Kyrie Irving,17,2021-01-09,2021-01-09,1,1,10
203999,Nikola Jokic,12,2021-01-10,2021-01-10,1,1,10
201939,Stephen Curry,19,2021-02-02,2021-02-02,1,1,10
203954,Joel Embiid,19,2021-06-17,2021-06-17,1,1,10
200746,LaMarcus Aldridge,34,2021-10-19,2021-10-19,1,1,10
201566,Russell Westbrook,19,2021-10-19,2021-10-19,1,1,7
201950,Jrue Holiday,2,2021-10-19,2021-10-19,1,1,9
203114,Khris Middleton,1,2021-10-19,2021-10-19,1,1,8
203078,Bradley Beal,4,2021-10-20,2021-10-20,1,1,10
201935,James Harden,17,2022-10-18,2022-10-18,1,1,6
202691,Klay Thompson,1,2022-10-18,2022-10-18,1,1,10
1627759,Jaylen Brown,1,2022-10-18,2022-10-18,1,1,7
1627763,Malcolm Brogdon,1,2022-10-18,2022-10-18,1,1,8
1628369,Jayson Tatum,6,2022-10-18,2022-10-18,1,1,5
1630178,Tyrese Maxey,1,2022-10-18,2022-10-18,1,1,9
1629630,Ja Morant,2,2022-10-19,2022-10-19,1,1,9
2544,LeBron James,8,2022-12-13,2022-12-13,1,1,10
202695,Kawhi Leonard,6,2022-12-30,2022-12-30,1,1,10
202710,Jimmy Butler III,23,2023-01-17,2023-01-17,1,1,10
1629627,Zion Williamson,4,2023-02-09,2023-02-09,1,1,10
1628369,Jayson Tatum,10,2023-03-31,2023-03-31,1,1,10
1628369,Jayson Tatum,11,2023-05-01,2023-05-01,1,1,10
101108,Chris Paul,19,2023-10-24,2023-10-24,1,1,8
201939,Stephen Curry,25,2023-10-24,2023-10-24,1,1,5
1626164,Devin Booker,1,2023-10-24,2023-10-24,1,1,6
1626174,Christian Wood,1,2023-10-24,2023-10-24,1,1,10
1627750,Jamal Murray,1,2023-10-24,2023-10-24,1,1,7
1630559,Austin Reaves,1,2023-10-24,2023-10-24,1,1,9
1629627,Zion Williamson,10,2023-10-25,2023-10-25,1,1,8
201939,Stephen Curry,27,2023-12-11,2023-12-11,1,1,10
203081,Damian Lillard,29,2023-12-12,2023-12-12,1,1,10
1626164,Devin Booker,3,2024-01-28,2024-01-28,1,1,10
1628973,Jalen Brunson,2,2024-03-22,2024-03-22,1,1,9
1626164,Devin Booker,4,2024-04-03,2024-04-03,1,1,10
203497,Rudy Gobert,2,2024-10-22,2024-10-22,1,1,9
203944,Julius Randle,1,2024-10-22,2024-10-22,1,1,7
1626157,Karl-Anthony Towns,15,2024-10-22,2024-10-22,1,1,8
1627759,Jaylen Brown,2,2024-10-22,2024-10-22,1,1,6
1628401,Derrick White,1,2024-10-22,2024-10-22,1,1,10
202710,Jimmy Butler III,29,2024-10-23,2024-10-23,1,1,9
1626164,Devin Booker,5,2024-10-23,2024-10-23,1,1,8
1629630,Ja Morant,3,2024-10-23,2024-10-23,1,1,10
1629627,Zion Williamson,11,2024-10-26,2024-10-26,1,1,10
1626164,Devin Booker,7,2024-11-10,2024-11-10,1,1,10
1628378,Donovan Mitchell,5,2024-11-11,2024-11-11,1,1,10
1630162,Anthony Edwards,4,2024-11-17,2024-11-17,1,1,10
1630162,Anthony Edwards,5,2024-11-20,2024-11-20,1,1,10
202710,Jimmy Butler III,32,2024-12-02,2024-12-02,1,1,10
1626164,Devin Booker,8,2024-12-03,2024-12-03,1,1,10
1626164,Devin Booker,9,2024-12-15,2024-12-15,1,1,10
201142,Kevin Durant,16,2025-01-03,2025-01-03,1,1,10
1626164,Devin Booker,10,2025-02-07,2025-02-07,1,1,10
1630162,Anthony Edwards,7,2025-04-10,2025-04-10,1,1,10
201142,Kevin Durant,18,2025-10-21,2025-10-21,1,1,4
201939,Stephen Curry,28,2025-10-21,2025-10-21,1,1,5
1629028,Deandre Ayton,1,2025-10-21,2025-10-21,1,1,10
1630559,Austin Reaves,2,2025-10-21,2025-10-21,1,1,8
1630578,Alperen Sengun,1,2025-10-21,2025-10-21,1,1,6
1631096,Chet Holmgren,1,2025-10-21,2025-10-21,1,1,9
1641708,Amen Thompson,1,2025-10-21,2025-10-21,1,1,7
202695,Kawhi Leonard,16,2025-10-31,2025-10-31,1,1,10
1628378,Donovan Mitchell,7,2025-11-17,2025-11-17,1,1,10
1641705,Victor Wembanyama,8,2025-12-29,2025-12-29,1,1,10
1630178,Tyrese Maxey,5,2025-12-30,2025-12-30,1,1,10
1641705,Victor Wembanyama,9,2025-12-31,2025-12-31,1,1,10
1628973,Jalen Brunson,20,2026-01-13,2026-01-13,1,1,10
1628378,Donovan Mitchell,8,2026-01-26,2026-01-26,1,1,10
1628973,Jalen Brunson,22,2026-01-27,2026-01-27,1,1,10
1630178,Tyrese Maxey,8,2026-04-21,2026-04-21,1,1,10
