player_id,full_name,regular_games,playoff_games,regular_baseline_elo,playoff_baseline_elo,regular_total_delta,playoff_total_delta,regular_mean_delta,playoff_mean_delta,regular_median_delta,playoff_median_delta,regular_change_rate,playoff_change_rate,playoff_minus_regular,quadrant
78556,Kevin Williams,252.0,20.0,1363.044466411725,1360.4186790328415,-185.29756230659402,66.13485138223095,-0.7353077869309287,3.3067425691115475,-1.1722168528402501,0.20642525878935403,-0.000539459867268057,0.002430680069361,0.0029701399366290574,Q2
1629060,Rui Hachimura,404.0,45.0,1597.385244137498,1596.3365530226129,38.595070049761574,205.49797557822913,0.09553235160832073,4.566621679516203,-1.0875873691248024,1.8948029856775748,5.980545517052341e-05,0.002860688537683015,0.0028008830825124917,Q1
1884,Baron Davis,835.0,50.0,1838.2307663962008,1868.902727985766,-68.12581267243641,250.81995199011112,-0.08158779960770828,5.016399039802223,-0.8687223001789999,6.596466993726363,-4.438387230764222e-05,0.00268414132243721,0.002728525194744852,Q2
168,Chris Mills,567.0,19.0,1609.2978004509357,1600.1486790886988,-46.49214641049496,81.23669700905499,-0.08199673088270716,4.275615632055526,-1.1765710916448195,-1.7028757882213683,-5.0951869106967736e-05,0.002672011474890279,0.002722963343997247,Q2
200782,P.J. Tucker,883.0,105.0,1529.3339719704754,1502.1962210634772,-395.7216030419391,379.6574628007778,-0.4481558358345856,3.6157853600074077,-1.305871426334751,1.6457227174818496,-0.0002930398749052555,0.0024069993715252584,0.002700039246430514,Q2
179,Bryant Stith,585.0,15.0,1604.6313662900634,1643.286969674225,-22.901599059996364,63.628036055101646,-0.039148032581190366,4.24186907034011,-1.58393601480838,3.859310787170205,-2.439690099770474e-05,0.0025813318967538843,0.002605728797751589,Q2
76385,Maurice Cheeks,1089.0,133.0,1713.0056519495818,1717.3157772045845,-489.0049172652269,529.1054243582495,-0.4490403280672423,3.978236273370297,-1.1190970531742217,2.534473889202921,-0.00026213592906490816,0.0023165432509133516,0.0025786791799782597,Q2
202347,Quincy Pondexter,345.0,33.0,1455.1489319162176,1466.746879640712,-131.74406304712954,108.56314571778516,-0.3818668494119697,3.2897922944783384,-1.3141057649231247,-1.0622036784270172,-0.00026242458145442685,0.0022429175341311734,0.0025053421155856004,Q2
1629634,Brandon Clarke,309.0,15.0,1634.7628419087562,1678.2444571237045,85.13296871385842,66.67489276832,0.2755112256111923,4.4449928512213335,-0.8644060273335793,-0.0093221231093425,0.0001685328406960267,0.0026485967716762078,0.002480063930980181,Q1
600005,Bob Lanier,487.0,48.0,1745.0097279897147,1668.8428028993872,-181.81666531995916,175.7332312072926,-0.373340175194988,3.661108983485262,-1.221532296755876,2.0360203778934536,-0.00021394733175790555,0.0021938009842056927,0.002407748315963598,Q2
935,Bryon Russell,840.0,103.0,1571.0232036517177,1639.0314882177886,-389.96684938758204,356.36251454655377,-0.464246249270931,3.459830238316056,-0.9755301007376413,0.7277768137303555,-0.000295505660382245,0.0021108991884458087,0.002406404848828054,Q2
1627748,Thon Maker,261.0,16.0,1418.4576051287554,1429.572969390583,-92.52438856678019,48.17851672746883,-0.35449957305279767,3.011157295466802,-1.1390196167785611,-0.6411215924580472,-0.00024991904711922587,0.0021063334016104386,0.0023562524487296646,Q2
2239,Trenton Hassell,640.0,18.0,1467.6862587422002,1513.678973097753,-129.03585355809855,60.100356430581634,-0.201618521184529,3.3389086905878687,-1.0662005596740545,1.5825911074619485,-0.00013737167598565315,0.0022058235266060227,0.002343195202591676,Q2
202329,Al-Farouq Aminu,709.0,40.0,1532.998329785847,1587.6542686045425,-79.69313963049942,139.86780957828506,-0.11240217155218535,3.4966952394571265,-1.0378472768561058,0.5153212671653651,-7.33217834411388e-05,0.002202428644953364,0.0022757504283945026,Q2
1627749,Dejounte Murray,510.0,25.0,1745.086710881138,1622.143102991291,265.4435884291306,99.27634507973707,0.5204776243708443,3.971053803189483,-0.3068423060091586,0.812239073723255,0.0002982531590696958,0.0024480292742771674,0.0021497761152074715,Q1
