player,games,first_age,last_age,career_mean_elo,instant_peak_elo,instant_peak_date,instant_peak_age,smooth_peak_elo,smooth_peak_date,smooth_peak_age,share_games_at_2100_plus,share_games_at_2200_plus,first_20pct_mean,middle_60pct_mean,last_20pct_mean
Michael Jordan,1239,21.689699309362958,40.15961997850743,2144.7357395943495,2273.877939078568,1988-02-27 20:00:00,25.027207950881948,2262.8045805083652,1989-01-13 20:00:00,25.906076100125258,0.8111380145278451,0.3301049233252623,2106.0666712494794,2197.3081375647166,2025.531690365438
LeBron James,1926,18.828586487059965,41.361561154575384,2124.2828735500884,2310.9097186896875,2009-05-28 20:30:00,24.408440967302546,2302.7619687750594,2010-03-03 19:30:00,25.17231702225234,0.7071651090342679,0.1967808930425753,2061.597405104497,2176.0255215084258,2031.9801454663414
